id_docente,id_materia,puntuacion
37576,8825,
30646,8825,
35821,8825,
30656,8825,
2684,8825,
31754,8825,
37058,8825,
2340,8825,
31688,8825,
35971,8825,
36420,8825,
152909,8825,
69376,8825,
36353,8825,
3266,8825,
33131,8825,
3807,8825,
30723,8825,
73901,8825,
31736,8825,
38189,8825,
29106,8825,
29188,8825,
3811,8825,
5445,8825,
61000,8825,
40493,8825,
140540,8825,
140539,8825,
37832,8825,
61128,8825,
3294,8825,
4771,8825,
2312,8825,
24142,8825,
111213,8825,
37694,8825,
24814,8825,
67734,8825,
38877,8825,
24495,8825,
120191,8825,
28737,8825,
39123,8825,
3882,8825,
3882,8826,
140540,8826,
140539,8826,
24814,8826,
38877,8826,
3266,8826,
3811,8826,
152909,8826,
31688,8826,
3823,8826,
40427,8826,
3834,8826,
121542,8826,
61000,8826,
42508,8826,
30711,8826,
110255,8826,3
28434,8826,3
35821,8826,
31736,8826,
33131,8826,
67734,8826,
37832,8826,
30646,8826,
38189,8826,2
3842,8826,
678,8826,
37576,8826,
34053,8826,
40043,8826,
37694,8826,3
2131,8826,
69376,8826,3
37058,8826,
73901,8826,2
4771,8826,
61128,8826,
120191,8826,3
30723,8826,
36353,8826,
23613,8826,
72299,8826,
31754,8826,
2340,8826,
2312,8826,
140543,8826,
36420,8826,
2684,8826,
36279,8826,3
30656,8826,1
35971,8826,
3807,8826,
40493,8826,
111213,8826,3
24495,8826,
39123,8826,
28737,8826,
24142,8826,3
29106,8826,
29188,8826,3
5445,8826,
3294,8826,
38505,8826,
31825,8826,
5778,8826,
36930,8826,
38505,8827,
5778,8827,
31825,8827,
36930,8827,
39123,8827,
3834,8827,
72299,8827,
23613,8827,
2131,8827,
28434,8827,
110255,8827,
35971,8827,
30656,8827,
30711,8827,
36279,8827,2
35821,8827,
29188,8827,
28737,8827,
42508,8827,
33131,8827,
140543,8827,3
61000,8827,
40427,8827,
24495,8827,
67734,8827,
37694,8827,
3807,8827,
24142,8827,
3266,8827,
69376,8827,1
29106,8827,
3811,8827,
2312,8827,
31736,8827,
36353,8827,
37832,8827,
61128,8827,
40493,8827,
73901,8827,
111213,8827,
120191,8827,
38189,8827,
3882,8827,
121542,8827,
31754,8827,
152909,8827,
3294,8827,
30723,8827,3
40043,8827,
2340,8827,
4771,8827,2
37058,8827,
678,8827,
3842,8827,
5445,8827,
24814,8827,1
30646,8827,
2684,8827,
36420,8827,
38877,8827,
37576,8827,
3823,8827,
140539,8827,
34053,8827,
31688,8827,
140540,8827,
29188,8828,
30711,8828,
3807,8828,
3823,8828,
121542,8828,
140539,8828,
24495,8828,2
31736,8828,
35821,8828,
31754,8828,
140543,8828,
28434,8828,
140540,8828,
5445,8828,
36279,8828,2
30646,8828,
678,8828,
38877,8828,
28737,8828,
30656,8828,
39123,8828,
34053,8828,
73901,8828,
2131,8828,
36420,8828,
40043,8828,
33131,8828,
2340,8828,
24142,8828,
110255,8828,
36353,8828,
35971,8828,
61000,8828,
40427,8828,
31688,8828,
67734,8828,3
3882,8828,
3842,8828,
37694,8828,
72299,8828,
120191,8828,
2312,8828,
111213,8828,
29106,8828,
30723,8828,3
152909,8828,
37576,8828,
2684,8828,
69376,8828,
3811,8828,
37058,8828,
23613,8828,
42508,8828,
37832,8828,
4771,8828,
3834,8828,
3266,8828,
3294,8828,
61128,8828,
24814,8828,
40493,8828,
38189,8828,
38505,8828,
36930,8828,
5778,8828,
31825,8828,3
36930,8829,
3294,8829,
5778,8829,
38505,8829,
31825,8829,
37832,8829,
39123,8829,
28737,8829,
24142,8829,
24814,8829,3
140539,8829,
140540,8829,
5445,8829,
29188,8829,
29106,8829,
73901,8829,
61000,8829,
33131,8829,
31736,8829,
3266,8829,
28434,8829,2
140543,8829,
36279,8829,
34053,8829,
30646,8829,
37576,8829,
40043,8829,
120191,8829,
3842,8829,
678,8829,
3823,8829,
40427,8829,
3834,8829,
72299,8829,
23613,8829,
2131,8829,
110255,8829,
30711,8829,3
42508,8829,
121542,8829,
3882,8829,
38877,8829,
31688,8829,
4771,8829,
37058,8829,
30723,8829,
36353,8829,
69376,8829,
31754,8829,3
2684,8829,
3807,8829,
61128,8829,
40493,8829,
111213,8829,
37694,8829,
67734,8829,2
24495,8829,
30656,8829,2
2340,8829,
35971,8829,1
36420,8829,
3811,8829,
35821,8829,
152909,8829,
2312,8829,
38189,8829,2
61000,8830,
30646,8830,2
29106,8830,
3294,8830,
35821,8830,1
152909,8830,
3842,8830,
28434,8830,1
31736,8830,
24142,8830,
678,8830,
2312,8830,
61128,8830,
40493,8830,
37694,8830,2
67734,8830,
24495,8830,
3823,8830,3
34053,8830,3
28737,8830,
40427,8830,
3834,8830,3
72299,8830,
23613,8830,
3807,8830,
40043,8830,
37576,8830,
2131,8830,
35971,8830,
36279,8830,3
69376,8830,2
110255,8830,
30711,8830,
2340,8830,3
39123,8830,
37832,8830,
38189,8830,
42508,8830,
36420,8830,
4771,8830,3
31688,8830,2
3266,8830,
111213,8830,3
37058,8830,
36353,8830,
30723,8830,
3811,8830,
120191,8830,
2684,8830,3
140543,8830,
121542,8830,
3882,8830,
73901,8830,
38877,8830,
24814,8830,
33131,8830,
140539,8830,
140540,8830,
30656,8830,1
5445,8830,
29188,8830,
31754,8830,2
38505,8830,3
31825,8830,
36930,8830,
5778,8830,
69376,8831,1
31825,8831,
36930,8831,
5778,8831,
38505,8831,
61000,8831,3
40043,8831,
67734,8831,
152909,8831,
121542,8831,
3882,8831,
38877,8831,
37694,8831,
24814,8831,3
3842,8831,
140539,8831,3
111213,8831,
24142,8831,
2312,8831,
61128,8831,
40493,8831,
2131,8831,
3807,8831,3
35971,8831,
35821,8831,
110255,8831,1
30656,8831,
36279,8831,
140543,8831,
140540,8831,
2684,8831,
120191,8831,
3811,8831,
30723,8831,
36353,8831,
37058,8831,
5445,8831,
36420,8831,
3266,8831,3
29188,8831,
29106,8831,
31754,8831,
2340,8831,
4771,8831,2
30646,8831,
31688,8831,
34053,8831,
38189,8831,
30711,8831,
37832,8831,
23613,8831,
37576,8831,
72299,8831,
3294,8831,3
678,8831,
3834,8831,
40427,8831,
3823,8831,3
28434,8831,
31736,8831,
33131,8831,
73901,8831,
39123,8831,
28737,8831,
24495,8831,
42508,8831,
29106,8832,3
35821,8832,3
28434,8832,
140543,8832,
61000,8832,3
110255,8832,
2131,8832,3
23613,8832,
72299,8832,
3834,8832,
40427,8832,
3823,8832,
678,8832,
37576,8832,
3842,8832,3
69376,8832,
31688,8832,
2340,8832,
36420,8832,
39123,8832,
28737,8832,
24495,8832,
111213,8832,
2312,8832,
33131,8832,3
35971,8832,1
30656,8832,3
36279,8832,3
30723,8832,3
3266,8832,3
38189,8832,
37832,8832,
3294,8832,
31754,8832,
30646,8832,
29188,8832,
5445,8832,3
140540,8832,
140539,8832,
40043,8832,3
24814,8832,
38877,8832,
3882,8832,
121542,8832,
42508,8832,
30711,8832,
24142,8832,2
67734,8832,
37694,8832,
61128,8832,
40493,8832,
73901,8832,
3807,8832,
2684,8832,
120191,8832,
3811,8832,
36353,8832,
37058,8832,
34053,8832,2
4771,8832,
31736,8832,3
152909,8832,3
36930,8832,
38505,8832,
31825,8832,3
5778,8832,
38505,8833,
31825,8833,3
5778,8833,
36930,8833,
30723,8833,2
36353,8833,
37058,8833,
3266,8833,
4771,8833,
3823,8833,
40427,8833,
3834,8833,
38189,8833,
37832,8833,
39123,8833,
29106,8833,
29188,8833,
5445,8833,
140540,8833,
140539,8833,
24814,8833,3
38877,8833,
3882,8833,
121542,8833,3
42508,8833,
30711,8833,
72299,8833,
110255,8833,
2131,8833,
23613,8833,
35821,8833,
30646,8833,
152909,8833,
31736,8833,
28434,8833,2
61000,8833,
36279,8833,
37576,8833,
69376,8833,2
34053,8833,
31688,8833,
2340,8833,
31754,8833,
33131,8833,
24142,8833,
36420,8833,
28737,8833,
24495,8833,
67734,8833,2
37694,8833,
2312,8833,
61128,8833,
3294,8833,
40493,8833,
73901,8833,
40043,8833,2
3807,8833,
35971,8833,
30656,8833,
140543,8833,
2684,8833,
111213,8833,
120191,8833,
3842,8833,
678,8833,
3811,8833,
5445,8834,
140539,8834,
24814,8834,
38877,8834,
67734,8834,
3882,8834,
121542,8834,
24495,8834,
42508,8834,
30711,8834,
110255,8834,
2131,8834,
23613,8834,
39123,8834,
28737,8834,
35821,8834,1
72299,8834,
24142,8834,
3834,8834,
3811,8834,
40427,8834,
3823,8834,3
678,8834,
3842,8834,
120191,8834,
33131,8834,
36420,8834,
2340,8834,
69376,8834,
34053,8834,2
40043,8834,
37576,8834,
61000,8834,
31736,8834,
3266,8834,
28434,8834,
152909,8834,
36353,8834,
2312,8834,
140543,8834,
2684,8834,
36279,8834,
30656,8834,
35971,8834,
3807,8834,
73901,8834,
30723,8834,
37058,8834,
40493,8834,
61128,8834,
111213,8834,
31754,8834,
4771,8834,
37694,8834,
31688,8834,
30646,8834,
38189,8834,2
37832,8834,
29106,8834,
29188,8834,3
140540,8834,
36930,8834,
31825,8834,
5778,8834,
3294,8834,
38505,8834,
5778,8835,
38505,8835,
36930,8835,
31825,8835,
3294,8835,
24495,8835,
67734,8835,
37694,8835,
40493,8835,
61000,8835,
31688,8835,
73901,8835,
61128,8835,
40427,8835,
3807,8835,
35971,8835,
30656,8835,
36279,8835,3
140543,8835,3
2684,8835,3
3823,8835,
29188,8835,3
678,8835,
30646,8835,2
120191,8835,
31754,8835,2
28434,8835,3
40043,8835,
3842,8835,
152909,8835,
37058,8835,
35821,8835,
24814,8835,
37832,8835,
38877,8835,
3882,8835,
38189,8835,
121542,8835,
111213,8835,
31736,8835,3
42508,8835,
140539,8835,3
30711,8835,
110255,8835,
29106,8835,
36420,8835,
2131,8835,1
2312,8835,
2340,8835,
23613,8835,
69376,8835,3
140540,8835,
5445,8835,
3811,8835,3
33131,8835,2
36353,8835,
4771,8835,
34053,8835,
72299,8835,
3834,8835,
24142,8835,
30723,8835,
28737,8835,
39123,8835,
3266,8835,
37576,8835,
3266,8836,
34053,8836,
39123,8836,
24495,8836,
67734,8836,
37694,8836,
111213,8836,
24142,8836,
2312,8836,
61128,8836,
40493,8836,
73901,8836,
3807,8836,
35971,8836,
30656,8836,
36279,8836,
140543,8836,
3811,8836,
30723,8836,
36353,8836,
37058,8836,
31688,8836,
38189,8836,
37832,8836,
120191,8836,
2684,8836,
29106,8836,
29188,8836,
5445,8836,
140540,8836,
140539,8836,
24814,8836,2
3294,8836,
38877,8836,
3882,8836,
121542,8836,
42508,8836,
30711,8836,
40043,8836,
110255,8836,
2131,8836,
23613,8836,
72299,8836,
3834,8836,
40427,8836,
3823,8836,
678,8836,
152909,8836,
3842,8836,
28434,8836,
36420,8836,
30646,8836,
37576,8836,
61000,8836,
31736,8836,
28737,8836,
4771,8836,3
69376,8836,2
2340,8836,
33131,8836,
31754,8836,
5778,8836,2
38505,8836,
35821,8836,
31825,8836,
36930,8836,
5778,8837,3
36930,8837,
31825,8837,3
38505,8837,
120191,8837,
36420,8837,
42508,8837,
30711,8837,3
2684,8837,
30646,8837,
2340,8837,
678,8837,
3823,8837,
40427,8837,
28737,8837,
3834,8837,
33131,8837,3
24495,8837,
67734,8837,
3811,8837,
37694,8837,
69376,8837,2
72299,8837,
111213,8837,
23613,8837,
38189,8837,
24142,8837,
4771,8837,
61128,8837,
31688,8837,
40493,8837,3
3807,8837,
3266,8837,3
35971,8837,1
30656,8837,
73901,8837,
36279,8837,3
37576,8837,
2131,8837,
140543,8837,
37832,8837,
2312,8837,
39123,8837,3
40043,8837,
35821,8837,3
152909,8837,3
34053,8837,
37058,8837,
3882,8837,
110255,8837,
3294,8837,1
3842,8837,3
121542,8837,
31754,8837,
61000,8837,
31736,8837,
36353,8837,
28434,8837,
30723,8837,
38877,8837,
24814,8837,
140539,8837,
140540,8837,
5445,8837,3
29188,8837,
29106,8837,3
24495,8838,
31754,8838,
40493,8838,
28434,8838,
61128,8838,
61000,8838,
2340,8838,
37832,8838,
36279,8838,2
30656,8838,
2312,8838,
30723,8838,
36420,8838,
34053,8838,
40043,8838,
3294,8838,
3842,8838,
678,8838,
3823,8838,
40427,8838,
3834,8838,
72299,8838,
23613,8838,
2131,8838,
110255,8838,
30711,8838,
42508,8838,
121542,8838,
69376,8838,
35821,8838,
29106,8838,
29188,8838,
5445,8838,3
3882,8838,
38877,8838,
24814,8838,3
140539,8838,
31736,8838,
28737,8838,
67734,8838,
37694,8838,
111213,8838,
37576,8838,
140540,8838,
3807,8838,
39123,8838,
38189,8838,
4771,8838,
31688,8838,
3266,8838,
37058,8838,
36353,8838,
3811,8838,
120191,8838,
2684,8838,
140543,8838,
24142,8838,3
152909,8838,
35971,8838,
30646,8838,
73901,8838,
33131,8838,3
36930,8838,
31825,8838,3
5778,8838,
38505,8838,
36930,8839,
38505,8839,
5778,8839,3
31825,8839,3
140540,8839,
5445,8839,3
29188,8839,2
29106,8839,
31688,8839,
37694,8839,
3294,8839,
120191,8839,
24495,8839,
2312,8839,
140543,8839,3
3842,8839,
678,8839,
3823,8839,
40427,8839,
3834,8839,
2340,8839,
36279,8839,3
72299,8839,
23613,8839,
2131,8839,
110255,8839,
30711,8839,
152909,8839,
30646,8839,3
36420,8839,1
3811,8839,1
42508,8839,
121542,8839,
3882,8839,
38877,8839,
34053,8839,
28737,8839,
40493,8839,
61000,8839,
2684,8839,3
67734,8839,
61128,8839,
111213,8839,
30656,8839,
33131,8839,2
37576,8839,1
4771,8839,
28434,8839,
24142,8839,
35971,8839,
3807,8839,
35821,8839,
73901,8839,
38189,8839,
30723,8839,
37832,8839,
36353,8839,
69376,8839,3
37058,8839,
31736,8839,3
3266,8839,
40043,8839,
39123,8839,
31754,8839,2
24814,8839,
140539,8839,3
28737,8840,
37832,8840,
31736,8840,
36420,8840,
120191,8840,
40043,8840,
29106,8840,
29188,8840,
5445,8840,
140540,8840,
140539,8840,3
24814,8840,
38877,8840,
3882,8840,
121542,8840,
42508,8840,
30711,8840,
35821,8840,
110255,8840,
2131,8840,
23613,8840,
72299,8840,
3834,8840,
40427,8840,
3823,8840,2
678,8840,
3842,8840,
37694,8840,
4771,8840,
31688,8840,
37058,8840,
3266,8840,
36353,8840,
30723,8840,3
3811,8840,
2312,8840,
140543,8840,
37576,8840,
36279,8840,
30656,8840,
35971,8840,
3807,8840,
61128,8840,
73901,8840,
40493,8840,
24142,8840,
111213,8840,
67734,8840,
24495,8840,
39123,8840,
3294,8840,
2684,8840,
30646,8840,
31754,8840,
61000,8840,3
28434,8840,
33131,8840,
34053,8840,
38189,8840,
2340,8840,
152909,8840,
69376,8840,
5778,8840,
31825,8840,3
38505,8840,
36930,8840,
31825,8841,
38505,8841,
36930,8841,
5778,8841,
3811,8841,
33131,8841,
36279,8841,
30646,8841,
72299,8841,3
23613,8841,
2131,8841,
110255,8841,
30711,8841,
37694,8841,2
3266,8841,
34053,8841,
31688,8841,
67734,8841,
37576,8841,
42508,8841,
24495,8841,
28737,8841,
39123,8841,
120191,8841,3
3294,8841,
121542,8841,
111213,8841,
3882,8841,
38877,8841,
73901,8841,
69376,8841,
140539,8841,
24814,8841,
4771,8841,
2340,8841,
30723,8841,
28434,8841,
2684,8841,
36353,8841,
140543,8841,
3807,8841,
61000,8841,
40493,8841,3
61128,8841,
30656,8841,
2312,8841,
37058,8841,
35821,8841,3
31736,8841,
35971,8841,
3842,8841,
38189,8841,3
678,8841,
37832,8841,
3823,8841,
152909,8841,
31754,8841,
36420,8841,
24142,8841,
40043,8841,
29106,8841,3
40427,8841,
29188,8841,
5445,8841,
140540,8841,
3834,8841,
39123,8842,
37058,8842,
3811,8842,
120191,8842,
2684,8842,
140543,8842,
36279,8842,3
30656,8842,
35971,8842,
3266,8842,
3807,8842,
73901,8842,
31688,8842,
40493,8842,
4771,8842,
61128,8842,3
2312,8842,
38189,8842,
24142,8842,
111213,8842,
67734,8842,
24495,8842,
28737,8842,
31754,8842,
30646,8842,
33131,8842,
34053,8842,
69376,8842,2
3294,8842,
37576,8842,
37832,8842,
37694,8842,
35821,8842,
36420,8842,
29106,8842,
29188,8842,
5445,8842,
140540,8842,
140539,8842,
24814,8842,3
38877,8842,
3882,8842,
121542,8842,
42508,8842,
40043,8842,3
30711,8842,
110255,8842,
2131,8842,
23613,8842,
72299,8842,
3834,8842,
40427,8842,
3823,8842,
2340,8842,
678,8842,
152909,8842,
31736,8842,
3842,8842,
30723,8842,
36353,8842,
61000,8842,
28434,8842,2
31825,8842,3
5778,8842,2
38505,8842,
36930,8842,
31825,8843,
36930,8843,
38505,8843,
5778,8843,
3294,8843,
39123,8843,
28737,8843,
24142,8843,
140540,8843,
152909,8843,
33131,8843,
120191,8843,
31754,8843,
40043,8843,
30646,8843,
28434,8843,3
3823,8843,
121542,8843,
140539,8843,
42508,8843,
110255,8843,
30711,8843,
37694,8843,
72299,8843,
31736,8843,
36420,8843,
24814,8843,
23613,8843,
678,8843,
3842,8843,
2340,8843,
2131,8843,
69376,8843,
37576,8843,
61000,8843,
3834,8843,
3811,8843,
3882,8843,
38877,8843,
35821,8843,
40427,8843,
37832,8843,
38189,8843,
31688,8843,
4771,8843,
37058,8843,
3266,8843,
34053,8843,
30723,8843,
36353,8843,
29106,8843,
29188,8843,
5445,8843,
2312,8843,
140543,8843,
2684,8843,
36279,8843,
30656,8843,
35971,8843,
3807,8843,
61128,8843,
73901,8843,
40493,8843,
111213,8843,
67734,8843,
24495,8843,
35821,8844,
30646,8844,3
37832,8844,
40043,8844,
36420,8844,
38189,8844,
31688,8844,2
4771,8844,
37058,8844,3
3266,8844,
30723,8844,
36353,8844,
3811,8844,
37576,8844,
120191,8844,
2312,8844,2
140543,8844,
2684,8844,
36279,8844,
30656,8844,
35971,8844,3
3807,8844,
61128,8844,
40493,8844,
111213,8844,
37694,8844,
61000,8844,
28434,8844,2
29106,8844,
29188,8844,
5445,8844,
140540,8844,
140539,8844,
24814,8844,
38877,8844,3
3882,8844,2
121542,8844,
42508,8844,
30711,8844,3
110255,8844,
2131,8844,
23613,8844,
72299,8844,
3834,8844,
40427,8844,
3823,8844,
678,8844,
3842,8844,
67734,8844,
31736,8844,
24495,8844,
39123,8844,
152909,8844,
28737,8844,
24142,8844,
2340,8844,3
73901,8844,3
33131,8844,
31754,8844,3
34053,8844,2
38505,8844,
31825,8844,
36930,8844,3
69376,8844,
3294,8844,
5778,8844,
31825,8845,3
3294,8845,
36930,8845,
5778,8845,
38505,8845,
121542,8845,
3882,8845,
33131,8845,
2340,8845,3
67734,8845,
30656,8845,
38877,8845,
37832,8845,
31736,8845,
38189,8845,
31688,8845,
4771,8845,
678,8845,
37058,8845,3
3266,8845,
73901,8845,
36279,8845,
37576,8845,
30723,8845,3
36353,8845,
2684,8845,
140543,8845,
40043,8845,
24814,8845,
2312,8845,
140539,8845,
140540,8845,
5445,8845,
29188,8845,
29106,8845,
61128,8845,
28434,8845,
61000,8845,
31754,8845,
34053,8845,
35821,8845,
30646,8845,
69376,8845,
152909,8845,
40493,8845,
37694,8845,
36420,8845,
3823,8845,
40427,8845,
3834,8845,
72299,8845,
23613,8845,
2131,8845,
3807,8845,
111213,8845,
120191,8845,
110255,8845,
30711,8845,
24142,8845,
35971,8845,
28737,8845,
3811,8845,
39123,8845,
24495,8845,
42508,8845,
3842,8845,
23613,8846,
31736,8846,
36420,8846,
29106,8846,
29188,8846,
5445,8846,
140540,8846,
140539,8846,
24814,8846,
38877,8846,
3882,8846,
121542,8846,
42508,8846,
30711,8846,
110255,8846,3
2131,8846,
72299,8846,
3834,8846,
40427,8846,
3823,8846,
678,8846,
3842,8846,
3294,8846,
37576,8846,
4771,8846,
31688,8846,
3266,8846,
37058,8846,
36353,8846,
30723,8846,
3811,8846,
120191,8846,
2684,8846,
140543,8846,
30656,8846,2
35971,8846,
3807,8846,
73901,8846,
40493,8846,3
61128,8846,
2312,8846,
39123,8846,
24142,8846,
111213,8846,
37694,8846,
67734,8846,2
24495,8846,
28737,8846,
40043,8846,3
36279,8846,
38189,8846,3
69376,8846,
30646,8846,3
31754,8846,
61000,8846,
28434,8846,
34053,8846,
152909,8846,
2340,8846,
33131,8846,
35821,8846,
37832,8846,
36930,8846,
38505,8846,
31825,8846,
5778,8846,
31825,8847,
5778,8847,
38505,8847,
36930,8847,
3807,8847,
28434,8847,
73901,8847,
23613,8847,
140539,8847,
121542,8847,
40493,8847,
34053,8847,
61128,8847,
3811,8847,
69376,8847,3
24142,8847,
3823,8847,
42508,8847,
30711,8847,
111213,8847,
30646,8847,
110255,8847,
36420,8847,
2131,8847,
67734,8847,
24814,8847,
28737,8847,
24495,8847,
31754,8847,3
40043,8847,3
2684,8847,
3842,8847,
31736,8847,
40427,8847,
29106,8847,
29188,8847,
2312,8847,
37832,8847,
5445,8847,
140543,8847,
140540,8847,
38189,8847,
3834,8847,
120191,8847,
37694,8847,
39123,8847,3
